	1_clip	10_clip	11_clip	12_clip	13_clip	14_clip	15_clip	16_clip	17_clip	18_clip	19_clip	2_clip	20_clip	21_clip	22_clip	23_clip	24_clip	25_clip	26_clip	27_clip	28_clip	29_clip	3_clip	30_clip	31_clip	32_clip	33_clip	34_clip	35_clip	36_clip	37_clip	38_clip	39_clip	4_clip	40_clip	41_clip	42_clip	43_clip	44_clip	45_clip	46_clip	47_clip	5_clip	52_clip	53_clip	54_clip	55_clip	56_clip	57_clip	58_clip	59_clip	6_clip	60_clip	61_clip	62_clip	63_clip	64_clip	65_clip	66_clip	67_clip	7_clip	8_clip	9_clip
sq92	294	116	99	15	134	77	73	26	253	74	62	131	9	226	157	98	22	160	130	66	28	206	105	101	74	38	244	208	40	14	449	128	10	45	28	262	27	20	93	189	130	1	248	2332	1178	135	33	160	109	174	21	138	33	30	49	33	69	102	154	150	121	22	57
sq93	8	11	9	86	2	12	18	53	13	21	31	8	64	9	12	23	55	4	19	43	57	1	16	0	2	3	413	337	421	125	20	111	172	93	191	263	514	498	85	123	296	251	8	1	84	202	165	222	186	240	270	6	166	287	275	243	255	286	249	182	2	74	7
sq94	32	50	44	66	66	81	76	71	47	89	74	30	63	45	81	68	78	47	117	85	60	18	67	8	8	60	428	328	239	63	125	190	114	38	202	292	271	234	133	155	416	170	30	117	285	271	203	256	254	242	146	47	164	238	259	215	229	283	249	205	56	57	25
sq95	28	39	62	222	40	60	69	263	28	82	77	23	255	22	13	54	209	19	105	192	202	5	31	9	22	17	115	124	160	210	13	225	277	237	137	107	296	456	43	58	159	314	10	42	148	215	318	203	167	212	260	5	155	248	228	233	188	235	275	179	27	432	17
sq96	61	26	33	6	131	330	403	109	235	304	328	147	153	26	28	54	148	36	45	31	43	8	258	12	5	63	360	321	90	2	500	192	24	88	101	441	33	10	43	62	232	3	67	555	654	318	241	252	186	229	35	75	71	112	88	71	140	212	276	228	114	158	15
sq97	1	0	1	133	0	4	3	260	0	0	3	1	15	1	1	8	184	0	29	62	255	0	5	2	22	14	31	42	533	391	1	148	487	216	13	11	664	757	8	3	151	562	1	0	32	203	531	193	183	203	413	0	178	278	253	274	138	245	227	193	0	189	1
sq98	22	60	61	162	30	23	19	126	99	120	139	38	263	53	36	51	148	30	45	42	149	19	68	20	47	75	209	244	71	106	823	198	259	197	63	447	32	59	36	91	256	35	27	1256	468	104	89	342	266	305	80	28	53	74	91	45	95	113	225	211	46	442	34
sq99	1	3	7	138	4	4	2	198	3	11	11	2	68	0	0	18	187	0	20	64	203	0	6	0	0	10	13	18	196	458	1	240	761	266	8	8	191	774	8	3	49	716	0	2	24	169	400	170	147	220	494	1	177	272	230	308	111	236	220	142	4	237	0
sq100	4	7	25	30	18	22	28	20	21	26	22	13	18	6	9	23	18	12	19	55	24	0	9	0	0	2	502	503	210	36	19	117	51	30	408	409	201	104	154	118	575	64	13	8	113	109	82	360	284	288	232	3	231	360	321	308	352	322	345	277	1	30	15
sq101	46	53	49	86	66	75	119	105	39	71	81	46	73	51	51	51	114	61	76	89	76	18	59	14	8	28	337	279	224	140	72	154	182	100	153	245	286	306	105	89	358	261	40	66	192	210	196	252	182	186	195	22	167	224	229	195	192	255	280	190	45	99	24
sq102	45	51	39	57	50	81	61	68	37	78	71	28	41	42	72	88	85	63	105	76	74	8	55	7	7	50	384	313	183	82	119	199	116	58	152	271	278	267	78	141	354	191	55	77	191	256	184	217	211	209	171	54	163	256	244	206	226	273	279	203	63	60	28
sq103	11	20	24	41	8	26	18	20	18	24	19	5	21	6	6	17	16	3	21	43	23	2	15	3	2	3	493	471	236	45	11	118	50	37	375	362	168	98	141	109	508	76	8	10	91	130	85	356	248	306	259	3	248	341	282	295	361	311	352	248	2	24	13
sq104	45	48	44	75	80	86	109	93	59	78	86	32	34	61	53	72	83	42	69	102	70	27	44	9	7	19	318	242	213	79	85	152	87	62	183	243	339	234	107	131	338	152	33	109	233	261	206	194	184	194	150	26	140	177	234	165	249	243	232	179	21	71	26
sq105	51	63	103	248	57	90	109	203	79	113	131	58	175	38	41	66	171	26	103	178	205	9	82	7	6	32	135	119	162	184	12	114	193	206	85	77	177	416	36	32	149	236	57	13	50	81	127	177	152	196	211	24	162	221	223	189	237	281	293	200	16	204	41
sq106	81	63	59	139	74	165	152	254	126	269	314	90	651	47	38	58	332	42	76	112	166	127	173	80	70	48	107	95	176	101	50	138	172	197	55	92	175	196	24	28	123	158	71	30	114	134	191	167	125	138	115	39	97	158	104	124	66	126	160	113	49	612	25
sq107	13	79	83	230	42	69	82	150	45	68	64	22	74	15	26	75	105	6	102	115	165	0	49	3	0	11	182	155	279	175	86	144	208	150	221	155	468	516	98	180	129	249	16	33	94	98	122	135	144	152	193	9	130	181	164	167	134	161	161	125	15	122	22
sq108	19	23	36	33	41	28	21	19	58	59	33	40	21	22	20	13	12	16	18	19	13	11	55	6	5	1	413	401	34	2	186	103	1	28	261	272	46	4	104	206	274	0	14	36	36	17	15	457	396	439	154	8	272	429	396	329	289	454	626	461	2	24	10
sq109	0	1	2	92	0	2	3	215	0	2	2	0	7	0	1	10	159	0	29	63	252	0	0	3	13	10	56	70	584	197	3	288	576	166	20	56	465	535	4	11	93	464	0	3	121	483	649	138	161	130	228	0	135	152	204	176	70	205	248	192	1	176	1
sq110	2047	0	0	0	4	0	0	0	205	0	0	120	0	1334	555	81	0	2018	6	0	0	144	18	323	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1354	0	0	0	0	0	0	0	0	70	0	1	0	0	0	1	0	0	26	0	0
sq111	48	37	28	52	77	57	84	78	53	66	97	40	62	62	68	73	98	46	81	64	44	40	59	22	43	62	304	266	162	45	107	160	97	40	126	192	196	209	84	95	301	107	35	224	347	266	224	230	200	193	113	53	132	188	193	164	191	226	258	166	72	58	31
sq112	149	63	60	18	226	124	115	22	140	118	141	79	67	224	140	57	20	177	60	25	8	63	84	21	17	2	346	360	137	3	344	196	13	8	155	412	169	28	84	96	274	15	41	428	519	225	174	166	130	135	44	16	48	93	88	64	99	114	172	129	13	34	37
sq113	37	310	133	31	61	183	169	211	50	179	184	108	637	10	35	217	407	40	371	631	453	43	131	153	466	206	0	0	2	0	2	55	57	421	0	0	0	10	0	0	0	33	60	0	5	17	89	30	33	29	12	321	3	7	14	17	2	15	27	22	408	912	142
sq114	21	35	41	5	27	40	35	33	39	63	25	19	18	23	18	37	22	12	25	11	18	5	34	11	12	39	393	376	222	15	620	250	49	29	79	793	111	17	307	559	382	15	16	444	861	386	280	146	125	191	49	32	31	46	92	39	56	63	140	121	68	25	16
sq115	0	2	1	72	0	2	5	190	0	0	0	0	19	0	1	11	195	0	12	59	255	0	0	2	11	12	20	29	662	295	3	205	405	158	3	5	423	682	0	1	58	402	0	1	40	390	666	135	102	150	302	0	162	190	195	224	60	203	232	162	0	205	0
sq116	38	209	105	41	47	159	150	276	36	152	178	102	663	34	40	174	359	40	201	414	392	100	120	366	661	170	0	0	3	3	1	82	82	358	0	1	3	20	0	0	0	42	47	0	4	19	91	67	57	57	21	274	11	12	13	14	4	17	24	20	273	1013	95
sq117	27	34	40	137	47	55	87	116	25	60	70	28	87	17	32	49	108	20	59	103	127	7	54	7	19	24	189	162	246	219	38	152	270	124	67	108	247	399	36	41	187	346	22	31	99	175	247	182	144	134	230	15	161	199	208	164	97	243	228	158	13	154	13
sq118	24	32	40	49	17	33	34	21	84	101	135	46	168	23	14	23	68	16	30	36	44	10	63	7	4	6	548	504	142	17	99	79	30	65	230	415	84	37	104	178	374	24	11	17	26	21	14	233	208	237	141	18	174	265	260	245	211	260	305	230	11	162	11
sq119	0	0	3	52	0	0	0	52	0	0	0	0	0	0	0	0	23	0	0	9	151	0	1	0	0	0	0	0	141	256	1	8	246	98	1	0	164	1187	0	0	21	981	0	0	0	13	74	88	73	82	330	0	160	229	209	336	64	261	123	56	0	68	0
sq120	14	20	39	69	28	48	52	110	30	38	44	22	78	19	23	33	89	21	63	65	71	0	40	2	3	5	319	270	202	46	26	166	71	92	187	240	269	164	78	105	324	121	17	6	55	82	92	232	212	220	184	4	155	266	217	186	192	260	305	231	17	124	4
sq121	562	486	396	101	483	124	67	16	577	324	178	456	19	261	90	41	7	273	41	33	29	69	695	82	59	1	22	41	2	1	137	52	5	97	13	29	2	0	1	2	32	1	466	153	93	10	6	65	50	40	2	174	6	11	14	8	25	32	59	58	80	6	324
sq122	323	139	120	9	221	100	79	4	366	86	59	143	2	226	129	84	12	227	92	32	2	68	149	59	42	3	294	276	111	2	383	333	1	10	87	354	143	15	63	144	312	9	82	142	292	234	79	106	83	84	25	37	40	59	67	49	70	97	133	102	29	6	66
sq123	247	82	92	7	176	64	62	4	203	79	33	100	12	165	77	78	8	206	99	67	14	143	119	56	50	3	402	420	65	1	101	119	3	8	215	274	38	10	71	75	339	7	157	38	60	31	17	196	133	197	75	51	120	129	132	140	141	156	243	211	30	6	68
sq124	10	5	7	1	6	3	2	1	11	6	6	13	0	12	17	2	0	13	3	1	3	0	17	1	2	0	306	303	52	9	417	56	10	3	284	387	89	8	572	879	109	6	16	1256	800	161	27	68	51	82	26	8	30	41	77	43	56	52	49	58	7	0	2
sq125	13	12	13	11	39	17	13	6	11	15	12	6	9	16	16	21	3	14	21	10	2	0	10	2	1	1	246	235	363	8	810	311	16	7	36	288	233	53	133	243	168	16	9	289	960	554	231	169	147	173	47	10	42	78	85	57	93	160	226	198	9	6	4
sq126	94	61	67	105	113	119	110	72	140	93	99	92	76	65	70	60	50	66	94	111	57	31	93	4	3	8	230	211	267	63	38	125	57	104	165	205	287	147	76	98	207	59	46	60	187	154	84	146	96	119	108	19	72	122	107	98	90	114	133	110	19	43	33
sq127	43	152	144	42	44	82	91	71	172	579	513	74	165	66	34	126	232	51	139	118	78	7	156	25	29	154	122	45	39	2	1	27	3	137	22	21	17	6	5	5	42	3	64	0	7	6	15	122	90	66	73	152	142	198	152	106	229	415	433	288	236	201	59
sq128	0	2	2	75	0	4	2	128	0	3	1	1	7	0	0	8	141	0	22	69	233	0	1	2	7	6	30	40	729	227	2	155	311	118	9	4	520	507	1	1	73	314	0	0	29	233	499	91	98	101	268	1	141	189	165	214	64	159	151	141	4	125	0
sq129	5	26	46	20	5	15	12	2	8	14	7	11	2	7	17	33	6	11	52	63	14	1	17	0	0	1	276	211	99	17	337	338	9	15	160	632	169	61	277	536	299	17	8	289	1020	182	61	176	110	133	39	1	45	61	86	38	57	88	175	161	3	1	9
sq130	22	75	88	129	29	56	66	118	71	102	64	41	107	22	15	39	129	8	61	105	86	8	88	37	93	38	172	121	78	35	141	244	64	145	58	141	113	43	83	134	86	24	30	233	610	262	237	220	145	185	52	11	56	63	84	44	135	145	220	177	26	172	26
sq131	275	74	82	9	163	94	86	37	121	45	47	55	12	235	325	339	20	227	276	156	11	63	70	32	40	10	169	170	72	2	134	159	15	26	86	266	123	55	53	90	260	27	79	179	133	105	88	89	93	107	39	78	33	55	67	40	62	62	100	79	36	28	81
sq132	35	20	29	64	44	22	28	31	50	52	44	31	58	38	20	14	27	34	19	18	19	17	49	5	3	3	397	387	121	25	52	72	30	32	298	362	156	79	90	74	261	17	17	108	203	132	84	140	130	143	87	6	92	137	119	102	136	138	163	126	5	20	7
sq133	0	1	3	35	1	0	1	99	0	0	0	1	1	0	0	2	25	0	14	37	85	0	4	0	0	2	24	28	288	106	0	35	88	65	20	6	597	440	6	3	90	440	0	0	8	124	198	84	119	138	170	0	126	166	182	200	116	157	111	64	0	27	0
sq134	75	46	65	96	110	96	65	114	99	64	75	47	64	65	71	56	79	53	84	117	60	20	72	10	18	7	93	90	134	125	5	84	123	107	96	61	155	262	45	60	61	200	50	8	76	124	170	110	86	107	144	17	75	123	127	122	130	137	112	80	15	94	33
sq135	14	15	22	21	22	22	25	22	32	35	36	14	13	20	13	18	27	21	23	26	12	7	20	3	12	10	302	301	149	15	220	74	33	5	132	446	125	30	285	585	236	16	16	454	667	175	76	73	84	116	37	10	42	64	86	44	85	85	108	81	34	25	8
sq136	1	0	2	51	0	2	1	82	0	0	1	0	6	1	1	5	71	0	5	10	154	0	1	0	0	3	3	4	98	222	2	25	309	89	4	3	136	596	1	1	29	834	0	0	4	36	132	143	108	126	236	0	183	232	208	237	63	235	143	78	1	66	0
sq137	208	225	142	35	243	117	86	154	157	93	59	142	25	69	52	56	33	75	81	85	31	49	139	13	15	14	164	199	37	3	278	118	6	54	79	255	42	6	159	243	104	5	104	154	225	102	92	125	113	114	30	46	37	47	55	28	90	104	152	133	34	13	92
sq138	1	2	10	5	2	4	4	0	8	5	6	6	1	2	1	6	1	0	5	9	1	0	7	0	0	0	362	257	83	5	141	60	6	3	346	419	244	36	102	194	252	21	1	53	76	24	16	139	119	133	72	0	89	140	119	99	160	145	143	92	0	5	1
sq139	25	41	20	37	40	44	69	63	17	46	41	15	36	21	41	60	58	32	78	73	50	15	19	7	4	24	258	184	170	57	77	119	85	32	100	156	191	187	62	87	233	144	19	49	121	149	145	138	140	128	124	30	123	131	161	121	150	190	187	112	31	34	12
sq140	155	111	117	87	128	128	108	198	116	112	89	72	187	246	175	250	195	238	185	203	88	75	89	235	357	77	10	10	41	7	14	171	85	145	3	7	5	24	0	0	8	14	141	13	54	58	52	93	73	75	19	159	15	24	9	26	14	31	71	66	177	191	97
sq141	10	9	12	7	32	14	22	6	23	24	13	10	7	4	4	10	5	12	7	12	12	2	22	1	0	2	345	298	189	30	59	69	19	8	263	372	331	62	80	105	241	37	10	13	51	55	48	185	115	165	98	5	110	158	143	151	179	139	151	138	3	10	9
sq142	14	18	21	72	20	26	48	100	12	23	28	14	43	15	8	20	90	7	27	52	131	4	16	2	13	14	70	42	109	221	7	87	271	71	35	52	152	449	29	40	94	437	3	16	34	120	154	120	81	111	208	6	122	164	176	192	94	155	131	97	12	90	6
sq143	0	0	1	59	0	1	2	105	0	0	0	1	13	0	0	9	94	0	13	36	222	1	0	14	47	6	2	0	78	255	0	30	210	137	2	2	77	919	0	0	8	730	1	0	2	21	54	111	75	76	289	0	189	231	244	286	55	263	161	122	0	163	1
sq144	0	0	1	2	0	1	0	0	1	2	2	0	4	0	1	1	1	0	1	3	0	0	2	0	0	0	348	379	217	19	381	92	11	3	108	531	165	14	398	734	249	1	1	67	402	55	14	143	127	196	39	1	50	87	192	84	148	97	147	182	0	0	0
sq145	39	27	28	53	45	44	55	67	20	32	38	20	26	23	39	39	37	36	39	80	49	10	33	2	5	19	189	153	146	46	33	105	60	36	119	150	220	170	66	92	191	130	10	44	128	150	120	142	122	129	116	6	105	122	172	123	140	152	160	110	16	36	16
sq146	1	1	7	73	0	2	2	90	0	6	8	1	58	0	1	6	118	0	6	24	132	2	1	17	38	6	8	11	106	283	0	146	505	135	6	3	69	481	0	1	35	440	0	0	18	128	215	126	108	124	284	2	90	160	144	171	75	147	155	102	3	214	1
sq147	12	7	7	4	22	3	9	1	92	52	56	37	34	10	11	14	10	13	10	3	0	5	36	1	1	1	445	498	76	7	320	147	8	10	229	483	51	6	97	209	399	4	15	151	156	50	26	173	125	152	45	4	64	112	74	73	107	95	201	119	6	18	7
sq148	15	15	15	45	24	26	42	89	15	36	31	15	41	17	19	21	73	13	20	51	142	9	15	7	22	15	59	37	124	259	14	84	321	92	30	44	168	448	19	18	57	428	11	14	44	80	127	128	104	114	191	7	104	133	165	171	77	159	118	106	9	102	3
sq149	115	43	35	28	152	182	193	226	143	258	263	104	277	138	49	42	182	76	34	20	58	150	164	251	203	39	21	30	51	16	52	154	61	100	5	21	20	40	1	4	28	15	163	45	77	60	107	81	77	63	24	67	29	28	35	34	15	51	91	71	91	335	37
sq150	2	2	7	119	0	11	10	311	0	10	5	3	128	1	0	12	264	1	22	44	110	1	7	0	3	48	10	13	82	52	34	663	256	136	0	2	11	81	0	0	7	26	1	77	1502	522	365	82	41	57	37	1	6	5	21	17	8	19	71	80	4	186	0
sq151	1	5	16	47	1	4	8	52	7	13	15	3	31	7	21	31	63	5	40	69	38	0	13	0	2	14	7	12	20	39	88	239	270	51	31	41	114	58	81	175	15	45	5	592	1834	486	277	24	15	32	24	1	8	11	14	8	22	16	19	17	4	78	1
sq152	19	20	26	31	118	37	23	31	10	7	11	10	9	8	7	31	27	6	29	81	55	2	15	0	1	3	195	237	76	58	30	88	84	56	213	227	118	128	85	49	197	115	5	18	15	21	32	173	119	179	131	3	129	153	132	140	191	153	178	126	3	30	13
sq153	74	37	62	6	194	61	59	5	101	46	31	53	8	60	58	23	1	86	42	23	3	16	50	6	5	0	459	359	108	3	88	89	7	7	130	301	134	13	46	33	307	5	52	80	96	49	14	125	119	115	34	16	79	88	74	81	98	114	158	118	11	8	39
sq154	85	86	95	13	130	50	39	6	79	22	7	48	7	93	58	29	10	89	21	13	12	11	39	12	11	6	170	124	203	35	552	114	41	14	50	119	128	81	156	324	54	33	132	342	545	159	77	49	37	64	24	48	13	27	48	26	22	35	37	34	46	3	77
sq155	258	147	123	7	412	167	124	22	340	248	166	158	38	229	201	129	50	231	153	52	20	86	236	64	33	11	49	41	27	1	28	59	9	45	23	26	14	10	15	12	21	4	201	37	46	25	29	52	39	49	9	77	17	18	24	9	38	35	38	33	71	31	90
sq156	42	25	41	67	51	85	95	126	58	146	149	52	285	25	25	29	148	24	56	49	105	34	78	24	26	21	80	98	72	61	29	91	105	97	27	63	95	178	10	35	90	145	39	14	46	85	108	107	80	106	87	24	44	99	84	98	50	85	91	93	22	290	14
sq157	7	83	96	122	30	97	111	125	4	33	38	7	16	5	7	51	29	7	92	200	47	2	20	13	9	8	67	39	92	2	2	6	3	61	114	64	57	38	11	15	122	20	4	4	9	6	3	111	152	119	117	3	166	239	256	244	265	289	280	200	9	31	20
sq158	51	27	32	81	57	53	51	57	44	65	79	42	69	36	53	33	74	33	67	42	74	19	47	15	6	24	125	112	131	88	38	113	112	64	56	82	165	202	30	33	113	131	27	46	90	138	158	100	92	106	98	26	78	108	121	90	69	126	123	85	22	93	12
sq159	15	28	32	135	11	41	65	486	21	117	183	27	418	4	9	20	491	4	21	23	171	33	54	41	67	81	0	0	9	15	5	67	126	168	0	1	3	22	0	0	0	26	23	74	127	137	221	79	63	74	13	20	4	20	8	16	11	20	45	33	73	877	7
sq160	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1153	3096	528	175	0	1	0	0	0	0	2	1	0	7	1	0	0	0	1	0
sq161	0	0	5	24	5	10	1	63	0	5	7	1	42	2	3	11	42	0	6	21	37	0	2	0	3	5	176	165	196	27	8	104	52	29	129	163	221	163	57	80	189	107	0	10	147	141	105	164	125	132	117	1	108	156	135	155	124	146	196	137	0	67	0
sq162	0	0	0	23	1	0	2	121	1	0	1	0	5	0	0	2	50	0	10	11	75	0	1	0	1	2	54	41	660	111	8	269	149	14	13	10	563	394	6	21	73	206	0	1	55	189	230	92	78	108	183	0	70	95	78	93	45	85	124	95	0	48	0
sq163	0	0	2	37	0	3	0	57	0	0	0	0	6	0	0	1	37	0	7	25	62	0	1	0	1	3	11	10	127	149	0	39	163	61	22	7	197	456	3	5	49	439	0	0	3	45	114	100	72	97	246	0	109	169	146	193	75	169	88	65	0	58	0
sq164	76	37	28	76	55	41	50	37	74	66	67	39	62	103	74	59	31	77	50	30	38	87	60	43	29	22	194	195	93	22	73	86	40	25	72	116	64	59	42	57	156	36	49	272	311	140	86	84	102	129	55	34	37	63	96	56	65	97	119	90	20	37	28
sq165	6	5	6	4	15	15	11	3	15	8	4	5	1	5	3	3	0	3	5	5	2	1	5	0	0	1	201	200	60	7	164	52	7	2	230	316	152	21	500	692	148	7	3	159	187	68	24	73	53	74	34	2	49	63	75	53	83	54	68	51	6	2	3
sq166	246	51	37	11	50	37	77	114	77	60	70	50	33	308	155	263	57	99	32	14	24	141	63	418	295	24	12	8	5	5	83	158	29	30	4	14	1	10	3	1	5	7	123	245	218	83	76	84	64	95	8	107	4	20	14	10	45	30	55	41	114	60	43
sq167	115	677	459	0	792	203	199	2	81	31	34	167	40	32	58	80	6	45	111	100	0	67	145	6	2	0	8	8	0	0	105	28	1	21	1	14	0	1	3	2	3	0	104	1	1	0	4	1	8	5	0	19	2	4	2	1	2	3	11	7	13	22	858
sq168	19	26	23	33	25	42	50	43	26	32	32	11	23	20	29	43	46	23	56	61	31	6	28	2	3	27	187	137	100	42	53	87	72	25	92	111	157	157	59	60	149	101	17	29	99	137	94	121	95	120	82	15	88	100	120	110	127	126	141	92	23	26	15
sq169	89	99	65	22	21	20	19	50	96	70	50	46	61	84	86	92	32	86	54	30	10	24	72	48	34	11	72	89	76	24	589	208	42	69	43	145	40	96	37	43	65	85	89	101	45	22	31	110	90	98	34	82	31	35	47	30	28	45	86	87	96	54	39
sq170	168	61	62	35	40	43	55	8	96	77	92	116	99	137	252	658	88	98	231	42	47	49	182	145	193	59	16	18	16	3	114	130	10	122	12	13	5	3	2	11	8	5	128	32	30	11	9	27	33	25	5	172	6	9	5	5	10	21	53	35	220	139	28
sq171	34	9	18	38	10	17	23	81	16	42	35	25	57	26	27	55	66	19	28	35	62	7	27	30	38	52	18	17	129	108	99	128	104	45	1	12	58	231	10	20	15	129	70	73	498	385	293	106	53	75	107	45	39	49	86	74	39	77	80	65	87	78	9
sq172	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	217	157	263	7	27	51	13	0	118	128	396	112	97	136	85	47	0	3	357	229	87	108	94	86	100	0	121	159	149	127	93	151	138	121	0	0	0
sq173	0	0	0	71	1	2	1	124	0	0	0	0	12	1	1	6	90	0	15	47	167	0	2	9	29	8	1	3	87	301	0	85	275	136	1	3	166	589	3	5	16	329	0	0	9	65	182	58	58	54	178	0	81	118	101	112	52	160	96	86	0	151	0
sq174	29	30	16	16	37	27	31	14	18	11	6	12	1	12	18	29	2	14	23	13	7	2	18	1	3	2	73	108	101	14	17	12	50	3	50	139	192	27	112	182	56	2	41	140	828	915	468	26	13	26	13	49	1	10	14	7	19	10	26	19	39	5	19
sq175	0	2	1	0	4	1	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	495	397	49	0	422	304	0	0	198	156	78	1	122	155	115	0	1	53	37	2	0	152	142	129	37	0	58	95	105	82	102	169	201	149	0	0	1
sq176	51	26	35	111	61	53	57	49	72	101	81	45	111	28	24	40	75	26	42	50	79	9	77	3	2	5	128	111	117	86	24	57	86	103	52	76	117	137	39	30	115	99	34	20	60	77	103	93	61	78	83	15	64	68	63	91	53	87	108	58	15	103	15
sq177	204	140	115	47	325	181	147	54	102	51	47	125	14	126	153	221	30	148	263	174	55	7	122	10	13	59	101	132	63	18	29	40	13	51	13	71	102	28	5	7	30	0	120	0	1	5	8	7	3	2	1	215	1	2	1	2	1	9	8	10	126	39	86
sq178	193	214	232	32	264	150	100	21	118	52	39	98	36	188	177	103	13	180	164	149	6	14	75	18	20	4	26	38	69	15	24	74	12	43	12	22	50	29	1	6	45	27	110	5	11	27	30	55	45	47	21	39	39	46	42	17	30	75	80	64	15	35	175
sq179	1	12	24	217	5	45	63	228	0	5	6	3	14	6	30	139	128	2	271	712	136	0	12	4	7	14	20	4	140	60	2	93	53	232	1	1	110	138	0	1	27	96	2	1	61	175	222	40	21	27	29	1	26	31	36	30	18	46	67	41	7	138	2
sq180	13	3	2	0	16	2	12	0	7	0	1	8	0	13	14	8	19	11	6	12	2	5	5	6	6	4	622	646	4	1	246	30	0	1	259	560	32	3	95	121	256	1	12	114	24	1	0	67	58	56	17	2	51	66	74	52	50	101	146	97	2	3	13
sq181	0	0	2	23	0	2	4	52	0	0	0	0	5	0	0	3	56	0	9	16	100	0	4	1	7	0	15	17	286	141	3	97	170	68	8	4	296	460	3	1	34	253	0	0	16	132	230	83	55	75	153	0	103	124	116	139	51	127	106	78	2	58	0
sq182	16	21	12	35	30	20	32	36	16	39	35	14	21	25	37	33	40	19	54	53	18	4	17	5	7	30	181	156	82	33	51	80	51	22	80	123	107	84	49	52	188	61	17	60	98	125	85	125	105	113	73	25	82	85	106	97	110	130	126	87	20	41	9
sq183	19	35	45	3	86	60	29	11	21	9	10	15	2	55	36	25	5	61	22	50	4	2	15	1	1	1	228	207	97	8	40	91	5	8	98	209	118	33	95	109	195	22	23	26	83	77	39	122	91	122	51	7	69	99	101	85	133	102	106	81	4	7	26
sq184	31	27	46	62	50	104	98	113	78	168	174	58	350	25	31	35	174	32	45	59	63	39	85	25	25	21	27	41	60	41	10	60	79	124	29	30	82	91	17	14	35	55	25	17	52	45	69	60	47	57	44	27	35	48	30	53	35	45	71	46	32	314	8
sq185	0	9	13	106	7	44	69	169	3	20	24	3	228	3	5	35	174	4	58	158	130	15	6	52	99	32	6	13	64	105	5	231	237	143	1	7	57	128	1	0	10	94	3	9	30	109	184	105	104	110	91	2	23	53	46	50	21	72	95	78	14	330	3
sq186	3	6	4	41	0	4	10	59	4	8	12	1	35	1	2	7	30	0	14	32	43	0	3	0	6	5	117	85	94	37	22	105	61	26	87	127	123	90	96	170	90	78	0	14	102	150	152	87	81	99	104	1	70	125	133	101	110	115	144	82	3	73	0
sq187	538	2	0	0	0	0	0	0	479	14	4	503	0	110	91	37	21	197	0	0	12	28	155	30	61	24	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	838	0	0	0	0	0	0	0	0	724	0	0	0	0	0	0	0	0	161	0	1
sq188	26	16	25	27	33	23	41	31	23	20	29	6	22	21	41	44	39	38	43	40	19	6	25	4	5	17	180	121	91	40	49	78	44	31	64	112	129	89	50	68	162	85	18	36	100	109	87	103	86	93	75	29	63	100	83	91	99	97	109	83	18	28	16
sq189	1	10	10	18	14	20	28	26	23	53	46	8	60	0	2	8	73	5	8	14	11	0	16	0	1	18	186	87	169	0	3	27	7	36	72	173	69	15	5	2	145	4	6	6	42	54	38	122	104	72	79	9	163	169	205	142	146	237	242	198	21	123	4
sq190	29	18	21	75	30	42	32	70	32	32	38	14	46	23	13	18	64	14	31	47	66	12	22	6	2	11	85	99	147	104	28	72	107	58	31	69	123	181	26	19	101	132	17	20	60	83	108	83	83	82	88	11	60	85	108	83	52	105	87	80	16	70	10
sq191	8	17	7	10	4	4	6	5	3	4	6	2	1	2	5	5	4	1	7	1	10	1	1	0	2	5	158	110	276	89	43	69	117	4	99	130	293	621	42	59	71	248	7	4	16	70	89	47	31	38	68	2	41	43	32	43	12	44	44	29	5	1	9
sq192	19	26	10	23	31	23	31	26	17	24	33	22	25	19	37	46	30	29	52	38	23	4	21	3	5	28	188	136	84	39	44	71	35	21	65	117	128	85	40	71	152	57	15	29	81	114	86	100	67	106	45	19	64	85	127	82	106	121	128	86	23	22	12
sq193	360	126	76	2	215	73	47	9	217	20	15	56	1	307	318	230	2	390	279	22	6	62	39	58	27	3	7	17	5	0	76	62	1	4	13	28	3	1	12	12	27	1	130	21	19	12	7	20	13	17	4	66	3	9	8	4	10	11	19	15	37	2	99
sq194	36	23	20	14	36	45	45	44	74	123	99	27	87	152	76	36	35	87	30	24	31	10	48	12	23	21	46	37	90	4	98	91	18	29	13	51	21	12	51	61	25	14	94	428	613	171	92	36	21	27	5	28	8	16	25	13	32	21	34	24	60	66	9
sq195	3	8	16	26	13	21	30	38	27	49	61	11	168	11	9	17	111	8	43	76	33	3	21	0	1	28	57	68	222	20	3	93	90	73	24	34	174	139	6	2	80	127	11	0	21	84	110	78	61	57	88	16	59	73	80	75	55	89	96	77	12	208	5
sq196	172	53	30	2	135	145	225	30	183	96	119	84	28	39	21	39	80	18	19	6	41	49	144	150	134	21	15	14	16	0	65	42	5	23	1	12	2	3	1	2	8	2	172	189	265	75	47	68	59	69	3	75	14	10	14	10	56	54	63	43	66	67	12
